international_id,position,dominant_hand,experience_level,years_played,years_pro,scout_notes
8779,center,left,sophomore,9.0,8.0,celebrates every goal like it wins the cup
9456,goalie,,veteran,5.0,5.0,has a lucky sock
2048,defense,left,veteran,12.0,7.0,shots miss the net too often
4938,defense,left,veteran,9.0,9.0,keeps a puck from every good bounce game
3583,center,left,sophomore,9.0,7.0,a player with a high hockey IQ who reads the game well and makes smart decisions
8440,right wing,left,rookie,3.0,2.0,
6032,left wing,left,veteran,1.0,1.0,always drinks from the same water bottle
1210,defense,left,veteran,10.0,9.0,"leading to inconsistent play, penalty kill positioning breaks down"
5814,defense,right,veteran,4.0,4.0,always drinks from the same water bottle
1462,defense,left,sophomore,10.0,9.0,"a player with a high hockey IQ who reads the game well and makes smart decisions, timid in physical battles"
5336,center,left,veteran,0.0,0.0,high level concentration every shift
3436,left wing,left,rookie,8.0,8.0,"lazy approach reduces effectiveness and overall reliability, aggressive style can turn careless"
1252,center,left,sophomore,9.0,8.0,always first to the bench after a long shift
1415,right wing,left,veteran,6.0,6.0,
6705,left wing,right,veteran,5.0,5.0,avoids net front battles
9844,center,left,veteran,2.0,2.0,explosive first steps in open ice
5051,left wing,left,rookie,7.0,7.0,
7393,defense,left,sophomore,0.0,0.0,poor gap control defensively
2112,right wing,left,rookie,7.0,7.0,"dynamic impact in transition play, celebrates near misses like goals, clutch scoring under pressure, leading to inconsistent play"
1909,defense,left,sophomore,6.0,6.0,"retapes stick between every period no matter what, drives play with constant energy, creative puck handling and vision"
8385,left wing,right,veteran,10.0,10.0,"sharp edge control in corners, hesitant reads in transition"
2545,goalie,right,rookie,6.0,4.0,raw potential but currently too inconsistent and unfocused
2129,goalie,left,rookie,9.0,9.0,adjusts helmet exactly three times before faceoff
8891,goalie,left,veteran,2.0,2.0,"focused and disciplined player delivers in key moments, elite level talent combines creativity with strong decision making"
2272,right wing,left,veteran,6.0,6.0,"a creative and aggressive playmaker, weak awareness in coverage"
5609,defense,left,veteran,10.0,10.0,"slow reactions cause missed opportunities and poor positioning, disciplined and reliable performer brings consistency every shift"
2408,defense,left,veteran,5.0,5.0,"disciplined and reliable performer brings consistency every shift, high level concentration every shift"
4961,left wing,left,rookie,5.0,5.0,has a lucky sock
2577,goalie,right,veteran,5.0,5.0,often delivers in clutch moments
2225,center,right,sophomore,6.0,6.0,"poor awareness in defensive zone, always looks at the clock before stepping on ice"
798,defense,left,sophomore,9.0,7.0,clears the crease effectively
903,goalie,left,rookie,3.0,3.0,often delivers in clutch moments
297,left wing,left,rookie,7.0,7.0,focused attention to detail
4141,defense,left,veteran,12.0,6.0,avoids contact in key situations
7341,goalie,left,sophomore,0.0,0.0,often delivers in clutch moments
9644,center,left,rookie,11.0,3.0,strong net front presence
7513,right wing,left,veteran,11.0,7.0,"tries the fancy move every time, strong balance in physical play, creative passing in offensive zone, inconsistent performance game to game"
1898,defense,right,sophomore,4.0,4.0,"brings snacks for everyone after practice, elite-level awareness, can take unnecessary risks under pressure"
3942,goalie,left,veteran,10.0,7.0,late reactions to developing plays
2463,defense,left,veteran,8.0,8.0,poor gap control defensively
1920,defense,left,rookie,6.0,6.0,clutch performance in key moments
514,left wing,left,sophomore,0.0,0.0,greate sence of humor
7656,right wing,left,veteran,3.0,3.0,"dominant presence in all three zones, steady presence under pressure"
2649,goalie,left,veteran,8.0,8.0,aggressive pursuit of loose pucks
1370,goalie,left,veteran,6.0,6.0,effort varies throughout the game
8658,goalie,left,rookie,4.0,3.0,
1027,right wing,left,veteran,12.0,7.0,but currently lacks discipline and consistency
2827,defense,left,sophomore,5.0,5.0,always takes the last lap in warmup
3880,goalie,left,rookie,3.0,2.0,aggressive style can turn careless
434,defense,left,veteran,11.0,6.0,quick yet undisciplined
1784,left wing,left,veteran,10.0,8.0,effort varies throughout the game
4,defense,left,rookie,9.0,8.0,"fully engaged every shift, late reactions to developing plays, elite awareness and smart positioning, has a lucky sock"
3601,center,right,rookie,0.0,0.0,"ok player propably but i do not know him that well, protects the puck under pressure"
6700,left wing,left,rookie,9.0,5.0,"consistently smart with the puck and effective in key moments, wins battles along the boards"
4140,left wing,left,veteran,8.0,8.0,overcommits in defensive zone
1024,goalie,left,rookie,2.0,2.0,can take unnecessary risks under pressure
5179,left wing,left,veteran,11.0,7.0,will not pick up dropped gloves without tapping them first
3004,defense,right,rookie,7.0,7.0,"lisens to weird music when practicing, never steps on the logo in the locker room"
3671,right wing,right,rookie,8.0,8.0,solid gap control on defense
8655,defense,left,rookie,8.0,7.0,smart decision making with the puck
574,center,left,sophomore,0.0,0.0,
7919,defense,left,rookie,7.0,7.0,"disciplined and reliable performer brings consistency every shift, loves the glass more than the net"
4340,right wing,left,sophomore,4.0,4.0,kills penalties with good positioning
9426,defense,,veteran,6.0,6.0,
1567,center,right,rookie,8.0,6.0,always gives high fives to the refs
2031,left wing,left,sophomore,4.0,4.0,raw skillset with strong potential
3728,right wing,left,veteran,10.0,9.0,acts like a referee after every whistle
8599,left wing,left,sophomore,9.0,8.0,structured positioning in coverage
4014,center,right,veteran,0.0,0.0,controls the puck along the boards
660,center,right,sophomore,5.0,5.0,acts like a referee after every whistle
4797,defense,left,rookie,6.0,5.0,combines intelligence with strong leadership qualities
4671,center,left,veteran,0.0,0.0,"a natural leader who inspires teammates with his work ethic and dedication, a skilled playmaker who can create scoring chances for himself and others"
7291,defense,right,sophomore,0.0,0.0,raw skill but unpolished execution
2862,center,right,sophomore,7.0,7.0,reliable shift to shift consistency
337,left wing,left,rookie,0.0,0.0,
1007,center,left,veteran,11.0,7.0,wears the same lucky tape every game
19,goalie,left,veteran,1.0,1.0,fully engaged every shift
7629,defense,left,veteran,5.0,5.0,never sits in a different locker spot
1845,defense,left,veteran,0.0,0.0,
7529,right wing,right,sophomore,6.0,6.0,erratic decision making with the puck
6880,defense,left,rookie,0.0,0.0,"celebrates near misses like goals, reads rebounds quickly"
7807,right wing,left,rookie,2.0,0.0,"anticipation comes a step late, a skilled playmaker who can create scoring chances for himself and others"
5636,left wing,left,rookie,5.0,5.0,slow reaction to loose pucks
6508,center,left,veteran,10.0,9.0,undisciplined positioning and play
2105,left wing,right,veteran,10.0,8.0,acts like a referee after every whistle
6584,right wing,left,rookie,2.0,0.0,"strong physical presence along the boards, creative and clutch performer with elite vision and strong execution"
8324,right wing,left,rookie,1.0,0.0,refuses to change stick after a goal
1542,defense,left,veteran,10.0,6.0,"drops the stick at the worst moments, avoids contact in key situations"
5819,goalie,left,sophomore,5.0,5.0,raw mechanics in skating stride
9730,goalie,left,rookie,1.0,1.0,well structured defensive habits
4178,defense,left,rookie,5.0,5.0,
1089,goalie,left,sophomore,11.0,5.0,smart decision making with the puck
2984,center,right,veteran,9.0,9.0,
8278,defense,,veteran,8.0,8.0,
9537,center,left,veteran,10.0,9.0,"penalty kill positioning breaks down, reliable in all game situations"
4195,defense,right,veteran,9.0,8.0,
429,center,right,rookie,8.0,5.0,adjusts helmet exactly three times before faceoff
9545,center,right,sophomore,5.0,5.0,solid gap control on defense
3347,left wing,left,veteran,0.0,0.0,"forces risky passes through traffic, turnover prone under pressure"
2925,right wing,right,veteran,7.0,7.0,"leader on and off the ice, quick and focused skater"
5669,defense,left,rookie,8.0,8.0,"raw skill but undisciplined and inconsistent overall play, quick and focused skater, inconsistent performance game to game, wins battles along the boards"
7595,left wing,left,rookie,4.0,1.0,refuses to change stick after a goal
1376,defense,left,rookie,1.0,1.0,anticipation comes a step late
9421,defense,,veteran,1.0,1.0,"delays shooting opportunities, brings snacks for everyone after practice"
1037,defense,right,rookie,5.0,5.0,gets caught puck watching
4816,right wing,left,rookie,0.0,0.0,
398,goalie,left,rookie,6.0,6.0,fully engaged every shift
911,left wing,right,rookie,0.0,0.0,sharp anticipation of developing plays
400,goalie,right,veteran,0.0,0.0,
519,defense,left,veteran,9.0,9.0,"quick yet undisciplined, reckless decisions result in unnecessary turnovers, overhandles the puck in pressure, always first to the bench after a long shift"
8870,defense,left,sophomore,4.0,4.0,skates a solo circle before every shift
5703,left wing,right,legend,12.0,6.0,
270,right wing,left,legend,9.0,9.0,timid playstyle struggles to make an impact in key moments
2727,goalie,left,veteran,3.0,3.0,
9597,left wing,left,rookie,9.0,6.0,undisciplined positioning and play
1890,goalie,left,veteran,1.0,1.0,a player with a unique style who stands out on the ice and brings excitement to the game
854,left wing,left,veteran,8.0,8.0,"acts like a referee after every whistle, lisens to weird music when practicing"
3848,center,left,veteran,10.0,10.0,"erratic decision making with the puck, awkward stride mechanics, always has a witty comment for the media, struggles reading the play"
4077,defense,,veteran,8.0,8.0,relentless pressure on opponents
6266,center,left,veteran,8.0,8.0,struggles reading the play
8752,defense,left,sophomore,0.0,0.0,focused and disciplined player delivers in key moments
750,defense,right,rookie,7.0,6.0,"gap control allows easy entries, talks to the posts after hitting them"
9273,defense,left,veteran,0.0,0.0,holds onto the puck too long
653,left wing,right,rookie,0.0,0.0,a strong two-way player who excels in both offensive and defensive aspects of the game
9218,center,right,veteran,10.0,9.0,always has a positive attitude
4487,defense,left,veteran,4.0,4.0,creates space for teammates
8249,right wing,right,veteran,6.0,6.0,"locked in throughout the game, only drinks from one specific water bottle, consistently smart with the puck and effective in key moments"
260,defense,right,rookie,6.0,6.0,"dominant presence in all three zones, late reactions to developing plays, elite presence that elevates team play"
1358,defense,left,veteran,2.0,2.0,always forgets something and blames the coach
1505,goalie,left,rookie,0.0,0.0,quick acceleration and reaction speed
536,right wing,left,veteran,8.0,8.0,creative passing in offensive zone
9072,defense,left,sophomore,0.0,0.0,avoids contact in key situations
8562,defense,left,veteran,7.0,7.0,effective on the power play
9726,right wing,left,rookie,7.0,7.0,"loose positioning away from the puck, can take unnecessary risks under pressure"
6972,left wing,left,rookie,8.0,8.0,
2807,goalie,,veteran,6.0,6.0,sets the tone early in games
5130,defense,,veteran,11.0,5.0,reckless style combined with poor decision making hurts the team
4911,defense,left,sophomore,1.0,1.0,"celebrates every goal like it wins the cup, raw mechanics in skating stride"
5535,defense,left,veteran,10.0,7.0,"explosive edge work in tight turns, strong and reliable presence on the ice"
4109,defense,,veteran,6.0,6.0,"dominant presence in all three zones, struggles reading the play"
9074,center,left,rookie,7.0,7.0,well structured defensive habits
6366,right wing,right,sophomore,6.0,6.0,drives play with constant energy
8328,center,left,rookie,4.0,4.0,"timid engagement in corners, aggressive pursuit of loose pucks, steps up in decisive situations"
